,demand_R1,PV,WindOnshore,demand_R2,demand_R4,demand_R3
t6944,47110,105,1423,42399,32977,7066
t6945,50706,779,1164,45635,35494,7605
t6946,53867,2239,1020,48480,37706,8080
t6947,56024,3904,854,50421,39216,8403
t6948,57003,5122,748,51302,39902,8550
t6949,56306,5703,743,50675,39414,8445
t6950,54175,4949,655,48757,37922,8126
t6951,52412,3552,599,47170,36688,7861
t6952,51806,2283,595,46625,36264,7770
t6953,51407,1192,572,46266,35984,7711
t6954,52793,296,625,47513,36955,7918
t6955,55579,17,691,50021,38905,8336
t6956,55481,0,842,49932,38836,8322
t6957,51645,0,905,46480,36151,7746
t6958,48809,0,962,43928,34166,7321
t6959,47488,0,949,42739,33241,7123
t6960,44581,0,912,40122,31206,6687
t6961,41301,0,921,37170,28910,6195
t6962,38813,0,949,34931,27169,5821
t6963,37510,0,1043,33759,26257,5626
t6964,37238,0,1145,33514,26066,5585
t6965,37734,0,1340,33960,26413,5660
t6966,37711,0,1456,33939,26397,5656
t6967,37692,0,1639,33922,26384,5653
t6968,39575,86,1673,35617,27702,5936
t6969,42691,655,1694,38421,29883,6403
t6970,46265,2032,1550,41638,32385,6939
t6971,49018,3660,1446,44116,34312,7352
t6972,51752,4816,1381,46576,36226,7762
t6973,51196,5142,1417,46076,35837,7679
t6974,48860,4648,1349,43974,34202,7329
t6975,47425,3875,1171,42682,33197,7113
t6976,47089,2621,1077,42380,32962,7063
t6977,47185,1308,1018,42466,33029,7077
t6978,49002,353,1016,44101,34301,7350
t6979,52685,16,1113,47416,36879,7902
t6980,53474,0,1246,48126,37431,8021
t6981,50846,0,1311,45761,35592,7626
t6982,48803,0,1393,43922,34162,7320
t6983,48273,0,1408,43445,33791,7240
t6984,45156,0,1302,40640,31609,6773
t6985,42146,0,1321,37931,29502,6321
t6986,40240,0,1321,36216,28168,6036
t6987,39595,0,1258,35635,27716,5939
t6988,40290,0,1085,36261,28203,6043
t6989,42168,0,1081,37951,29517,6325
t6990,46434,0,1093,41790,32503,6965
t6991,55772,0,1190,50194,39040,8365
t6992,63299,57,1241,56969,44309,9494
t6993,66028,651,1211,59425,46219,9904
t6994,66398,2104,1062,59758,46478,9959
t6995,67532,3827,895,60778,47272,10129
t6996,68566,5295,796,61709,47996,10284
t6997,67668,6364,754,60901,47367,10150
t6998,66827,6601,694,60144,46778,10024
t6999,65836,5516,710,59252,46085,9875
t7000,64603,3909,760,58142,45222,9690
t7001,62830,2147,787,56547,43981,9424
t7002,63052,657,794,56746,44136,9457
t7003,65167,36,857,58650,45616,9775
t7004,65979,0,870,59381,46185,9896
t7005,62049,0,726,55844,43434,9307
t7006,58365,0,670,52528,40855,8754
t7007,55183,0,633,49664,38628,8277
t7008,50350,0,549,45315,35245,7552
t7009,46378,0,500,41740,32464,6956
t7010,44117,0,520,39705,30881,6617
t7011,43326,0,564,38993,30328,6498
t7012,43929,0,563,39536,30750,6589
t7013,45512,0,560,40960,31858,6826
t7014,49132,0,669,44218,34392,7369
t7015,57270,0,766,51543,40089,8590
t7016,64133,88,828,57719,44893,9619
t7017,66226,837,874,59603,46358,9933
t7018,66598,2585,884,59938,46618,9989
t7019,67856,4417,836,61070,47499,10178
t7020,68644,5795,749,61779,48050,10296
t7021,67999,6445,838,61199,47599,10199
t7022,67314,5775,1054,60582,47119,10097
t7023,65991,4410,1247,59391,46193,9898
t7024,64798,3054,1302,58318,45358,9719
t7025,63669,1447,1448,57302,44568,9550
t7026,63345,314,1408,57010,44341,9501
t7027,65779,13,1700,59201,46045,9866
t7028,66297,0,1909,59667,46407,9944
t7029,62400,0,1902,56160,43680,9360
t7030,58719,0,1722,52847,41103,8807
t7031,55171,0,1654,49653,38619,8275
t7032,50618,0,1643,45556,35432,7592
t7033,46826,0,1657,42143,32778,7023
t7034,44637,0,1702,40173,31245,6695
t7035,43818,0,1840,39436,30672,6572
t7036,44307,0,1988,39876,31014,6646
t7037,46143,0,2067,41528,32300,6921
t7038,49434,0,2235,44490,34603,7415
t7039,57709,0,2711,51938,40396,8656
t7040,64269,116,3269,57842,44988,9640
t7041,66291,903,3646,59661,46403,9943
t7042,66558,2615,3867,59902,46590,9983
t7043,67533,4659,3831,60779,47273,10129
t7044,68401,6025,4106,61560,47880,10260
t7045,67189,7032,4692,60470,47032,10078
t7046,66543,7207,5390,59888,46580,9981
t7047,65361,6096,5743,58824,45752,9804
t7048,64737,4446,5925,58263,45315,9710
t7049,63248,2410,5908,56923,44273,9487
t7050,63413,602,5986,57071,44389,9511
t7051,66281,21,6507,59652,46396,9942
t7052,67238,0,7435,60514,47066,10085
t7053,63542,0,8310,57187,44479,9531
t7054,59488,0,8719,53539,41641,8923
t7055,56041,0,8706,50436,39228,8406
t7056,51261,0,8694,46134,35882,7689
t7057,47850,0,9136,43065,33495,7177
t7058,45604,0,9211,41043,31922,6840
t7059,44698,0,9131,40228,31288,6704
t7060,45466,0,9261,40919,31826,6819
t7061,46941,0,9526,42246,32858,7041
t7062,50911,0,10300,45819,35637,7636
t7063,59567,0,10630,53610,41696,8935
t7064,66209,80,10852,59588,46346,9931
t7065,67924,736,10869,61131,47546,10188
t7066,67497,2676,10356,60747,47247,10124
t7067,68021,4862,9939,61218,47614,10203
t7068,69128,6833,9832,62215,48389,10369
t7069,68914,6974,10047,62022,48239,10337
t7070,67988,5689,10371,61189,47591,10198
t7071,66706,4483,10546,60035,46694,10005
t7072,65713,2740,10953,59141,45999,9856
t7073,64386,1384,11240,57947,45070,9657
t7074,64958,287,11835,58462,45470,9743
t7075,67021,7,12131,60318,46914,10053
t7076,67769,0,12442,60992,47438,10165
t7077,64104,0,13010,57693,44872,9615
t7078,60153,0,12786,54137,42107,9022
t7079,56490,0,12358,50841,39543,8473
t7080,51853,0,11861,46667,36297,7777
t7081,47814,0,11261,43032,33469,7172
t7082,45573,0,11059,41015,31901,6835
t7083,44684,0,11271,40215,31278,6702
t7084,45304,0,10989,40773,31712,6795
t7085,46664,0,10580,41997,32664,6999
t7086,50167,0,10514,45150,35116,7525
t7087,58348,0,10267,52513,40843,8752
t7088,65063,85,9784,58556,45544,9759
t7089,66798,1169,9287,60118,46758,10019
t7090,66614,4019,8334,59952,46629,9992
t7091,60286,7646,7461,54257,42200,9042
t7092,59795,10478,7905,53815,41856,8969
t7093,61130,11557,9238,55017,42791,9169
t7094,62392,9982,9372,56152,43674,9358
t7095,64761,7941,8122,58284,45332,9714
t7096,62991,5644,6765,56691,44093,9448
t7097,61339,2900,5148,55205,42937,9200
t7098,61034,638,3857,54930,42723,9155
t7099,64158,21,3662,57742,44910,9623
t7100,64656,0,3874,58190,45259,9698
t7101,60405,0,4115,54364,42283,9060
t7102,56600,0,4022,50940,39620,8490
t7103,53456,0,3832,48110,37419,8018
t7104,49349,0,3666,44414,34544,7402
t7105,46151,0,3690,41535,32305,6922
t7106,43500,0,3896,39150,30449,6525
t7107,42047,0,4099,37842,29432,6307
t7108,42283,0,4414,38054,29598,6342
t7109,42482,0,4382,38233,29737,6372
t7110,42579,0,4377,38321,29805,6386
t7111,44202,0,4724,39781,30941,6630
t7112,47817,128,5042,43035,33471,7172
t7113,51478,1159,5253,46330,36034,7721
t7114,54331,3711,5254,48897,38031,8149
t7115,55916,7048,4798,50324,39141,8387
t7116,56822,10114,4448,51139,39775,8523
t7117,56234,11356,4630,50610,39363,8435
t7118,53836,11172,4895,48452,37685,8075
t7119,51911,9588,4752,46719,36337,7786
t7120,51241,7041,4671,46116,35868,7686
t7121,50895,3415,4756,45805,35626,7634
t7122,52045,521,5049,46840,36431,7806
t7123,55542,13,6597,49987,38879,8331
t7124,55814,0,7879,50232,39069,8372
t7125,52489,0,8662,47240,36742,7873
t7126,49683,0,9098,44714,34778,7452
t7127,48251,0,9261,43425,33775,7237
t7128,44878,0,8667,40390,31414,6731
t7129,41344,0,8211,37209,28940,6201
t7130,39038,0,7923,35134,27326,5855
t7131,37469,0,7407,33722,26228,5620
t7132,37242,0,6790,33517,26069,5586
t7133,37703,0,6647,33932,26392,5655
t7134,38431,0,6311,34587,26901,5764
t7135,38568,87,6426,34711,26997,5785
t7136,40536,770,6418,36482,28375,6080
t7137,43782,2427,6068,39403,30647,6567
t7138,47063,4474,5472,42356,32944,7059
t7139,49668,6313,5389,44701,34767,7450
t7140,51861,7264,5610,46674,36302,7779
t7141,51128,6828,5901,46015,35789,7669
t7142,48632,5819,5640,43768,34042,7294
t7143,47563,3939,4700,42806,33294,7134
t7144,46585,1994,3371,41926,32609,6987
t7145,47835,425,2351,43051,33484,7175
t7146,51192,19,2088,46072,35834,7678
t7147,53384,0,1882,48045,37368,8007
t7148,52882,0,1834,47593,37017,7932
t7149,50645,0,1866,45580,35451,7596
t7150,48674,0,1960,43806,34071,7301
t7151,47092,0,1994,42382,32964,7063
t7152,43962,0,1930,39565,30773,6594
t7153,41558,0,2011,37402,29090,6233
t7154,40042,0,2220,36037,28029,6006
t7155,39645,0,2470,35680,27751,5946
t7156,35791,0,2872,32211,25053,5368
t7157,42819,0,3456,38537,29973,6422
t7158,47529,0,4155,42776,33270,7129
t7159,57185,117,4735,51466,40029,8577
t7160,62840,1259,5385,56556,43988,9426
t7161,65223,4072,5405,58700,45656,9783
t7162,65772,7678,4521,59194,46040,9865
t7163,66568,10942,3826,59911,46597,9985
t7164,67216,13059,3881,60494,47051,10082
t7165,66438,13500,3943,59794,46506,9965
t7166,65353,12250,3985,58817,45747,9802
t7167,64114,9147,3973,57702,44879,9617
t7168,63459,4656,4107,57113,44421,9518
t7169,62627,938,4907,56364,43838,9394
t7170,66686,19,7431,60017,46680,10002
t7171,68644,0,9677,61779,48050,10296
t7172,67052,0,10603,60346,46936,10057
t7173,62724,0,10757,56451,43906,9408
t7174,58746,0,10588,52871,41122,8811
t7175,55632,0,10315,50068,38942,8344
t7176,50894,0,9733,45804,35625,7634
t7177,47570,0,9107,42813,33299,7135
t7178,45983,0,8601,41384,32188,6897
t7179,44883,0,8288,40394,31418,6732
t7180,45754,0,8224,41178,32027,6863
t7181,47501,0,8089,42750,33250,7125
t7182,51475,0,7745,46327,36032,7721
t7183,59332,106,7469,53398,41532,8899
t7184,64828,1106,7009,58345,45379,9724
t7185,66589,3800,5624,59930,46612,9988
t7186,66800,6963,3770,60120,46760,10020
t7187,67584,9427,2867,60825,47308,10137
t7188,68498,10833,2850,61648,47948,10274
t7189,67534,10972,3113,60780,47273,10130
t7190,66797,9868,3707,60117,46757,10019
t7191,65711,7207,4193,59139,45997,9856
t7192,64759,3507,4499,58283,45331,9713
t7193,64127,624,5565,57714,44888,9619
t7194,68133,17,7534,61319,47693,10219
t7195,69506,0,9190,62555,48654,10425
t7196,67691,0,9887,60921,47383,10153
t7197,63433,0,9678,57089,44403,9514
t7198,59720,0,9376,53748,41804,8958
t7199,56133,0,8837,50519,39293,8419
t7200,50933,0,8420,45839,35653,7639
t7201,47569,0,8147,42812,33298,7135
t7202,45497,0,7934,40947,31847,6824
t7203,44662,0,8023,40195,31263,6699
t7204,45480,0,8236,40932,31835,6822
t7205,47501,0,8557,42750,33250,7125
t7206,51163,0,8716,46046,35814,7674
t7207,59347,73,8804,53412,41542,8902
t7208,64799,901,8900,58319,45359,9719
t7209,66670,2662,8169,60003,46669,10000
t7210,67292,5146,7227,60562,47104,10093
t7211,68535,7259,6355,61681,47974,10280
t7212,69730,8548,5726,62757,48811,10459
t7213,68541,8715,5298,61686,47978,10281
t7214,67503,8070,5435,60752,47252,10125
t7215,66531,5842,5834,59877,46571,9979
t7216,65927,2824,5974,59334,46148,9889
t7217,65496,518,6166,58946,45847,9824
t7218,69308,12,6778,62377,48515,10396
t7219,70235,0,6963,63211,49164,10535
t7220,67968,0,6781,61171,47577,10195
t7221,63671,0,6394,57303,44569,9550
t7222,59837,0,5922,53853,41885,8975
t7223,56220,0,5241,50598,39354,8433
t7224,51546,0,4647,46391,36082,7731
t7225,47617,0,4275,42855,33331,7142
t7226,45385,0,3812,40846,31769,6807
t7227,44315,0,3314,39883,31020,6647
t7228,44865,0,3033,40378,31405,6729
t7229,46687,0,2760,42018,32680,7003
t7230,50460,0,2498,45414,35322,7569
t7231,58602,35,2100,52741,41021,8790
t7232,63847,478,1759,57462,44692,9577
t7233,66448,1811,1521,59803,46513,9967
t7234,66725,3497,1047,60052,46707,10008
t7235,67565,4893,825,60808,47295,10134
t7236,68565,5533,778,61708,47995,10284
t7237,67545,5262,646,60790,47281,10131
t7238,66910,4395,484,60219,46837,10036
t7239,66113,2928,445,59501,46279,9916
t7240,65326,1255,375,58793,45728,9798
t7241,64724,200,332,58251,45306,9708
t7242,68227,7,331,61404,47758,10234
t7243,68448,0,450,61603,47913,10267
t7244,66775,0,605,60097,46742,10016
t7245,62749,0,718,56474,43924,9412
t7246,58944,0,799,53049,41260,8841
t7247,55443,0,818,49898,38810,8316
t7248,50430,0,781,45387,35301,7564
t7249,46997,0,712,42297,32897,7049
t7250,44736,0,845,40262,31315,6710
t7251,43590,0,1096,39231,30512,6538
t7252,44303,0,1335,39872,31012,6645
t7253,46037,0,1655,41433,32225,6905
t7254,49810,0,2065,44829,34867,7471
t7255,58169,68,2375,52352,40718,8725
t7256,63812,568,2763,57430,44668,9571
t7257,66736,2038,3072,60062,46715,10010
t7258,67362,3734,2915,60625,47153,10104
t7259,68323,5067,2471,61490,47826,10248
t7260,68720,5957,2282,61848,48104,10308
t7261,67305,6118,2079,60574,47113,10095
t7262,65733,5393,2082,59159,46013,9859
t7263,63985,3703,2011,57586,44789,9597
t7264,63329,1683,2488,56996,44330,9499
t7265,62955,278,3843,56659,44068,9443
t7266,66911,24,5240,60219,46837,10036
t7267,67113,0,6225,60401,46979,10066
t7268,64936,0,7106,58442,45455,9740
t7269,60499,0,7564,54449,42349,9074
t7270,56727,0,7802,51054,39708,8509
t7271,53679,0,7466,48311,37575,8051
t7272,49340,0,7215,44406,34538,7401
t7273,45675,0,7114,41107,31972,6851
t7274,43387,0,7167,39048,30370,6508
t7275,42099,0,7239,37889,29469,6314
t7276,42038,0,7496,37834,29426,6305
t7277,42637,0,8047,38373,29845,6395
t7278,43025,0,8539,38722,30117,6453
t7279,44149,66,9014,39734,30904,6622
t7280,47629,807,9469,42866,33340,7144
t7281,51234,3319,9337,46110,35863,7685
t7282,54249,6745,8386,48824,37974,8137
t7283,55624,10252,7472,50061,38936,8343
t7284,56275,12465,6651,50647,39392,8441
t7285,54896,13231,5758,49406,38427,8234
t7286,52671,11891,4921,47403,36869,7900
t7287,51003,8546,4525,45902,35702,7650
t7288,50264,4037,5044,45237,35184,7539
t7289,50629,648,6655,45566,35440,7594
t7290,55823,8,8994,50240,39076,8373
t7291,57532,0,10478,51778,40272,8629
t7292,55178,0,10367,49660,38624,8276
t7293,51536,0,9626,46382,36075,7730
t7294,48921,0,8823,44028,34244,7338
t7295,47465,0,8379,42718,33225,7119
t7296,44334,0,7890,39900,31033,6650
t7297,41081,0,7699,36972,28756,6162
t7298,38915,0,7413,35023,27240,5837
t7299,37926,0,7118,34133,26548,5688
t7300,37816,0,6781,34034,26471,5672
t7301,38281,0,6142,34452,26796,5742
t7302,38100,0,5294,34290,26670,5715
t7303,37842,71,4924,34057,26489,5676
t7304,39608,1305,4885,35647,27725,5941
t7305,43131,5290,4335,38817,30191,6469
t7306,46235,9761,3063,41611,32364,6935
t7307,46847,12798,1801,42162,32792,7027
t7308,43903,14605,1276,39512,30732,6585
t7309,42961,14763,1092,38664,30072,6444
t7310,41641,13073,977,37476,29148,6246
t7311,41460,9673,910,37314,29021,6219
t7312,42908,4838,895,38617,30035,6436
t7313,45836,881,1105,41252,32085,6875
t7314,51910,18,1520,46719,36337,7786
t7315,54235,0,1987,48811,37964,8135
t7316,52663,0,2276,47396,36864,7899
t7317,49843,0,2780,44858,34890,7476
t7318,47686,0,3247,42917,33380,7152
t7319,46873,0,3136,42185,32811,7030
t7320,43633,0,2726,39269,30543,6544
t7321,41097,0,2224,36987,28767,6164
t7322,39509,0,2128,35558,27656,5926
t7323,39072,0,1988,35164,27350,5860
t7324,40169,0,1902,36152,28118,6025
t7325,42496,0,1698,38246,29747,6374
t7326,47513,0,1689,42761,33259,7126
t7327,56711,72,1725,51039,39697,8506
t7328,62431,1087,1758,56187,43701,9364
t7329,64648,5171,1676,58183,45253,9697
t7330,65256,9352,1364,58730,45679,9788
t7331,66375,12356,781,59737,46462,9956
t7332,67051,13825,518,60345,46935,10057
t7333,66291,13876,335,59661,46403,9943
t7334,66011,12058,222,59409,46207,9901
t7335,65366,8554,202,58829,45756,9804
t7336,64619,3976,325,58157,45233,9692
t7337,64376,592,610,57938,45063,9656
t7338,68685,3,1066,61816,48079,10302
t7339,69575,0,1539,62617,48702,10436
t7340,67539,0,2080,60785,47277,10130
t7341,63496,0,2531,57146,44447,9524
t7342,59502,0,2662,53551,41651,8925
t7343,55886,0,2609,50297,39120,8382
t7344,50895,0,2603,45805,35626,7634
t7345,47512,0,2489,42760,33258,7126
t7346,45552,0,2306,40996,31886,6832
t7347,44817,0,2092,40335,31371,6722
t7348,45451,0,1900,40905,31815,6817
t7349,47209,0,1661,42488,33046,7081
t7350,50779,0,1599,45701,35545,7616
t7351,59444,81,1642,53499,41610,8916
t7352,65399,1208,1681,58859,45779,9809
t7353,67195,4985,1645,60475,47036,10079
t7354,67042,9722,1317,60337,46929,10056
t7355,68448,12802,827,61603,47913,10267
t7356,69219,14113,479,62297,48453,10382
t7357,67989,13724,312,61190,47592,10198
t7358,67004,11463,219,60303,46902,10050
t7359,65533,7702,151,58979,45873,9829
t7360,65115,3291,161,58603,45580,9767
t7361,65322,376,292,58789,45725,9798
t7362,69576,3,456,62618,48703,10436
t7363,69759,0,651,62783,48831,10463
t7364,67983,0,806,61184,47588,10197
t7365,63678,0,860,57310,44574,9551
t7366,59593,0,1158,53633,41715,8938
t7367,56063,0,1496,50456,39244,8409
t7368,51287,0,1867,46158,35900,7693
t7369,47901,0,2087,43110,33530,7185
t7370,46129,0,2598,41516,32290,6919
t7371,45276,0,2882,40748,31693,6791
t7372,45856,0,3263,41270,32099,6878
t7373,47668,0,3417,42901,33367,7150
t7374,51631,0,3777,46467,36141,7744
t7375,60035,51,4220,54031,42024,9005
t7376,65680,791,4011,59112,45976,9852
t7377,67101,3153,3983,60390,46970,10065
t7378,66676,6456,3559,60008,46673,10001
t7379,67171,9526,2717,60453,47019,10075
t7380,68554,11671,2260,61698,47987,10283
t7381,68395,11417,2044,61555,47876,10259
t7382,67178,9053,1837,60460,47024,10076
t7383,65833,5586,1951,59249,46083,9874
t7384,65061,2355,2284,58554,45542,9759
t7385,65188,332,3312,58669,45631,9778
t7386,69498,3,4432,62548,48648,10424
t7387,69717,0,5150,62745,48801,10457
t7388,67831,0,5522,61047,47481,10174
t7389,63563,0,5346,57206,44494,9534
t7390,59239,0,5101,53315,41467,8885
t7391,55776,0,4887,50198,39043,8366
t7392,49855,0,4939,44869,34898,7478
t7393,46885,0,4714,42196,32819,7032
t7394,45232,0,4330,40708,31662,6784
t7395,44136,0,4235,39722,30895,6620
t7396,44634,0,4298,40170,31243,6695
t7397,46384,0,4017,41745,32468,6957
t7398,50328,0,3892,45295,35229,7549
t7399,59013,65,3948,53111,41309,8851
t7400,64803,709,3671,58322,45362,9720
t7401,66429,3018,3581,59786,46500,9964
t7402,65763,6804,3084,59186,46034,9864
t7403,67044,10805,2596,60339,46930,10056
t7404,68535,12672,2421,61681,47974,10280
t7405,67674,12469,2298,60906,47371,10151
t7406,66794,10430,2151,60114,46755,10019
t7407,65351,7087,1957,58815,45745,9802
t7408,64581,3106,1979,58122,45206,9687
t7409,64763,342,2693,58286,45334,9714
t7410,69221,3,3891,62298,48454,10383
t7411,69363,0,5222,62426,48554,10404
t7412,67302,0,6468,60571,47111,10095
t7413,63370,0,6984,57033,44359,9505
t7414,59368,0,7556,53431,41557,8905
t7415,55876,0,7917,50288,39113,8381
t7416,51142,0,7884,46027,35799,7671
t7417,47606,0,7635,42845,33324,7140
t7418,45612,0,7269,41050,31928,6841
t7419,44751,0,6934,40275,31325,6712
t7420,45325,0,7288,40792,31727,6798
t7421,46787,0,7422,42108,32750,7018
t7422,50287,0,8115,45258,35200,7543
t7423,58954,21,8542,53058,41267,8843
t7424,64635,313,8917,58171,45244,9695
t7425,66405,1712,8863,59764,46483,9960
t7426,66825,4335,8212,60142,46777,10023
t7427,68665,6549,7562,61798,48065,10299
t7428,69570,7585,7231,62613,48699,10435
t7429,68316,7631,7014,61484,47821,10247
t7430,66686,6627,6746,60017,46680,10002
t7431,65140,4064,6815,58626,45598,9771
t7432,64162,1399,7220,57745,44913,9624
t7433,64534,124,7451,58080,45173,9680
t7434,68497,2,8190,61647,47947,10274
t7435,67571,0,9114,60813,47299,10135
t7436,65356,0,10381,58820,45749,9803
t7437,61389,0,11679,55250,42972,9208
t7438,57396,0,12855,51656,40177,8609
t7439,54666,0,13971,49199,38266,8199
t7440,50390,0,14880,45351,35273,7558
t7441,46854,0,15037,42168,32797,7028
t7442,44475,0,14942,40027,31132,6671
t7443,43233,0,14530,38909,30263,6484
t7444,42898,0,13988,38608,30028,6434
t7445,43220,0,12652,38898,30253,6483
t7446,43713,0,11450,39341,30599,6556
t7447,45825,11,10380,41242,32077,6873
t7448,48933,180,9727,44039,34253,7339
t7449,52997,1043,8709,47697,37097,7949
t7450,55924,2516,7875,50331,39146,8388
t7451,57706,4146,7449,51935,40394,8655
t7452,58328,5631,8114,52495,40829,8749
t7453,58275,5568,8889,52447,40792,8741
t7454,56314,4839,9387,50682,39419,8447
t7455,54880,3239,10224,49392,38416,8232
t7456,54725,1415,11209,49252,38307,8208
t7457,56011,175,12646,50409,39207,8401
t7458,59874,2,15015,53886,41911,8981
t7459,59972,0,17761,53974,41980,8995
t7460,57278,0,20304,51550,40094,8591
t7461,53006,0,22847,47705,37104,7950
t7462,50146,0,24842,45131,35102,7521
t7463,48953,0,25755,44057,34267,7342
t7464,45404,0,25878,40863,31782,6810
t7465,42545,0,25744,38290,29781,6381
t7466,40485,0,25549,36436,28339,6072
t7467,39464,0,24683,35517,27624,5919
t7468,39047,0,22917,35142,27332,5857
t7469,39285,0,20763,35356,27499,5892
t7470,39417,0,18608,35475,27591,5912
t7471,39958,31,16501,35962,27970,5993
t7472,41409,643,13216,37268,28986,6211
t7473,44521,3526,10692,40068,31164,6678
t7474,47647,7930,8801,42882,33352,7147
t7475,50181,11206,7657,45162,35126,7527
t7476,52406,12947,6731,47165,36684,7860
t7477,51141,12411,5526,46026,35798,7671
t7478,48935,10257,4777,44041,34254,7340
t7479,47579,6433,4294,42821,33305,7136
t7480,47275,2496,3760,42547,33092,7091
t7481,48738,266,4896,43864,34116,7310
t7482,54534,1,7572,49080,38173,8180
t7483,56399,0,10192,50759,39479,8459
t7484,54890,0,12620,49401,38423,8233
t7485,52425,0,14480,47182,36697,7863
t7486,50345,0,16438,45310,35241,7551
